soil_type,nitrogen,phosphorus,potassium,temperature,humidity,rainfall,ph,season,crop_label
Loamy,44,30,30,20.89,73.86,227.46,6.24,Rabi,Groundnut
Sandy,91,64,63,33.42,81.24,97.94,6.15,Rabi,Soybean
Loamy,42,26,28,20.04,54.02,79.47,7.28,Zaid,Maize
Clay,60,48,40,30.89,72.67,261.29,5.58,Kharif,Soybean
Sandy,47,64,62,34.39,46.52,162.95,6.52,Kharif,Groundnut
Black,82,36,55,29.02,55.61,255.0,5.66,Kharif,Groundnut
Red,56,38,49,29.56,78.7,147.72,6.99,Zaid,Maize
Black,88,71,35,20.82,66.31,117.94,7.11,Kharif,Groundnut
Loamy,99,70,50,23.05,55.01,92.27,6.77,Kharif,Soybean
Sandy,94,36,50,33.51,80.48,108.69,6.44,Kharif,Soybean
Red,70,25,46,30.77,62.26,125.48,6.18,Zaid,Wheat
Clay,75,43,66,24.42,62.06,91.05,6.91,Zaid,Sugarcane
Black,42,47,41,30.01,61.47,96.78,7.25,Kharif,Wheat
Black,65,26,29,31.62,60.26,256.26,7.39,Rabi,Wheat
Red,75,51,69,23.45,67.53,100.04,6.82,Kharif,Wheat
Loamy,56,76,27,21.95,47.06,150.17,7.1,Zaid,Sugarcane
Black,40,22,44,28.38,52.71,193.33,6.66,Kharif,Rice
Red,41,55,27,30.11,40.43,248.92,7.15,Kharif,Maize
Sandy,49,31,27,21.65,45.86,96.52,6.16,Rabi,Maize
Black,76,27,38,19.01,87.85,199.67,6.32,Rabi,Maize
Clay,71,79,40,18.22,86.29,285.43,6.83,Rabi,Wheat
Red,57,36,27,28.2,71.33,252.2,7.45,Kharif,Groundnut
Sandy,73,34,37,18.29,59.7,104.55,6.06,Rabi,Sugarcane
Loamy,46,33,69,30.17,49.16,223.36,6.72,Rabi,Wheat
Clay,51,66,47,31.01,79.71,244.76,5.65,Rabi,Sugarcane
Red,91,37,21,22.99,44.71,269.61,5.74,Zaid,Rice
Clay,59,68,27,21.92,88.01,237.96,6.8,Rabi,Rice
Loamy,56,48,28,22.22,67.32,142.67,5.86,Zaid,Soybean
Loamy,60,75,65,25.23,86.45,261.74,6.46,Kharif,Wheat
Clay,60,55,48,33.87,86.41,113.65,6.79,Rabi,Sugarcane
Clay,72,67,50,34.79,49.43,274.1,5.82,Zaid,Maize
Loamy,64,38,37,29.23,85.45,246.96,5.93,Kharif,Cotton
Black,91,31,35,26.75,52.96,141.72,7.3,Kharif,Groundnut
Sandy,51,26,32,19.81,54.38,126.84,6.78,Rabi,Soybean
Black,54,47,40,33.41,68.5,280.59,7.4,Kharif,Rice
Black,47,70,54,34.49,77.7,113.81,6.82,Rabi,Maize
Loamy,53,29,50,21.51,76.3,88.3,6.41,Zaid,Cotton
Black,93,28,28,32.17,55.92,194.39,6.87,Kharif,Groundnut
Red,44,53,37,22.85,61.64,275.69,7.21,Rabi,Cotton
Sandy,49,42,43,24.64,74.78,245.39,6.94,Zaid,Groundnut
Loamy,49,61,35,22.92,71.47,242.69,6.39,Kharif,Sugarcane
Red,46,56,28,32.8,75.35,278.34,6.99,Rabi,Maize
Sandy,79,20,38,19.3,49.95,292.33,5.58,Zaid,Maize
Red,78,69,57,20.22,77.48,138.86,6.12,Rabi,Wheat
Black,88,56,44,28.97,54.64,105.42,7.25,Rabi,Soybean
Loamy,66,79,53,33.7,61.61,181.77,6.5,Rabi,Sugarcane
Black,65,73,41,34.78,44.6,198.32,5.88,Zaid,Wheat
Sandy,98,21,24,32.25,79.1,125.78,7.38,Kharif,Soybean
Red,74,78,35,31.04,55.7,202.2,5.64,Zaid,Maize
Black,82,38,46,18.48,55.76,164.17,7.42,Rabi,Cotton
Red,47,45,69,26.72,85.13,197.2,5.83,Rabi,Groundnut
Sandy,94,40,67,30.6,53.84,54.59,7.1,Zaid,Cotton
Black,73,68,54,25.55,73.4,177.13,6.65,Zaid,Wheat
Loamy,76,24,61,25.03,58.07,101.11,6.53,Rabi,Rice
Sandy,57,31,69,34.12,71.57,154.15,6.93,Rabi,Wheat
Black,75,35,67,20.28,75.73,231.35,6.71,Kharif,Sugarcane
Sandy,47,76,45,26.25,43.59,66.29,6.93,Zaid,Soybean
Black,41,44,43,33.25,50.83,291.64,5.77,Rabi,Soybean
Clay,79,59,33,18.11,65.38,199.7,7.19,Rabi,Maize
Clay,97,29,35,34.76,88.82,237.11,7.29,Kharif,Wheat
Clay,81,40,62,34.34,79.09,127.14,6.51,Kharif,Maize
Red,80,70,26,32.38,65.21,194.99,5.66,Rabi,Sugarcane
Sandy,74,43,48,30.07,61.79,200.83,6.02,Rabi,Wheat
Sandy,60,72,60,23.99,43.29,92.74,6.81,Kharif,Cotton
Red,95,43,28,24.94,61.73,162.71,6.58,Rabi,Sugarcane
Red,66,62,33,18.05,68.02,130.74,6.85,Kharif,Wheat
Loamy,72,62,55,20.73,41.66,210.88,5.95,Rabi,Cotton
Loamy,85,66,60,34.8,54.86,110.47,6.42,Kharif,Soybean
Clay,73,44,22,30.65,50.66,97.35,7.38,Rabi,Wheat
Clay,84,54,24,33.48,47.82,213.53,7.12,Zaid,Maize
Clay,47,64,36,18.49,49.43,235.23,5.57,Kharif,Cotton
Red,97,57,41,23.88,65.06,183.76,5.55,Rabi,Soybean
Loamy,59,61,43,32.23,88.06,167.49,7.16,Zaid,Cotton
Red,52,69,38,34.96,80.55,124.83,6.67,Kharif,Soybean
Black,88,52,25,32.76,88.75,288.87,5.64,Zaid,Maize
Loamy,61,31,58,33.66,53.35,199.33,5.51,Rabi,Cotton
Black,96,60,67,19.82,64.4,52.49,7.35,Zaid,Wheat
Clay,56,54,65,32.5,53.26,200.65,6.18,Rabi,Sugarcane
Loamy,64,66,41,22.04,54.04,63.95,5.59,Rabi,Rice
Red,58,35,51,34.08,61.88,242.2,6.69,Rabi,Cotton
Black,74,71,67,19.14,73.1,56.9,5.97,Rabi,Soybean
Loamy,68,43,39,27.67,50.28,87.4,6.2,Kharif,Cotton
Loamy,85,48,28,22.57,41.83,226.66,6.47,Zaid,Cotton
Sandy,64,79,68,27.21,58.95,137.3,5.99,Kharif,Soybean
Sandy,70,47,49,28.02,52.44,248.2,5.56,Kharif,Wheat
Loamy,55,69,69,29.5,58.27,252.27,7.49,Kharif,Cotton
Sandy,64,34,66,18.94,76.19,146.2,6.6,Zaid,Soybean
Loamy,54,70,42,27.15,82.08,181.93,5.82,Zaid,Soybean
Sandy,60,20,62,31.95,43.82,90.94,7.02,Kharif,Groundnut
Loamy,85,26,35,19.52,75.52,150.83,5.61,Zaid,Rice
Loamy,96,59,39,32.19,45.52,105.58,6.02,Zaid,Sugarcane
Clay,43,63,34,22.48,73.51,282.53,7.37,Kharif,Sugarcane
Loamy,46,54,30,26.63,77.98,279.12,7.29,Rabi,Soybean
Loamy,69,69,31,25.67,50.14,283.66,5.74,Rabi,Cotton
Loamy,82,23,57,34.93,40.84,204.28,5.64,Rabi,Sugarcane
Clay,97,30,29,19.99,48.63,296.98,6.95,Zaid,Cotton
Black,60,20,53,30.95,77.17,91.95,6.81,Zaid,Cotton
Clay,88,71,54,22.55,61.99,134.06,6.08,Kharif,Sugarcane
Loamy,98,41,35,19.26,67.7,224.83,6.84,Rabi,Cotton
Black,92,57,57,31.44,69.99,239.45,7.25,Kharif,Cotton
Loamy,87,70,40,31.42,86.35,244.33,7.13,Kharif,Sugarcane
Red,44,36,51,32.63,61.3,147.38,6.95,Rabi,Rice
Sandy,50,62,61,32.54,64.02,293.68,6.88,Zaid,Groundnut
Black,86,26,46,33.3,58.17,299.3,6.34,Rabi,Soybean
Sandy,40,55,64,18.42,78.6,226.49,6.51,Zaid,Sugarcane
Black,90,43,32,31.82,52.37,225.25,5.57,Zaid,Sugarcane
Red,79,53,49,28.32,80.22,108.73,6.83,Zaid,Cotton
Loamy,45,56,60,32.53,51.08,132.25,5.52,Zaid,Soybean
Sandy,79,29,30,21.48,70.91,99.9,7.19,Kharif,Maize
Black,99,55,22,19.66,62.91,162.78,6.64,Rabi,Maize
Loamy,43,26,60,22.95,56.81,133.37,5.88,Zaid,Soybean
Black,48,63,35,20.76,69.34,107.12,5.71,Kharif,Groundnut
Clay,75,75,46,33.67,54.58,208.99,6.03,Rabi,Soybean
Clay,96,63,61,20.3,89.69,237.05,5.73,Zaid,Groundnut
Clay,51,59,34,19.3,77.09,130.13,7.42,Zaid,Rice
Loamy,62,57,55,20.3,51.13,146.25,6.71,Kharif,Cotton
Red,43,60,36,30.67,79.56,95.1,7.27,Zaid,Wheat
Red,67,29,26,20.23,53.23,132.28,5.74,Zaid,Rice
Red,88,66,68,25.1,59.94,250.05,6.32,Zaid,Wheat
Clay,92,20,61,25.0,43.74,142.55,6.76,Rabi,Wheat
Loamy,85,71,29,27.95,42.72,243.12,6.52,Zaid,Groundnut
Clay,72,21,32,23.91,59.22,109.38,5.82,Zaid,Wheat
Loamy,88,59,35,22.46,87.16,91.56,6.96,Rabi,Soybean
Loamy,50,54,32,24.78,82.71,56.69,7.13,Rabi,Rice
Loamy,57,79,41,27.82,72.5,157.03,5.6,Kharif,Cotton
Clay,68,31,41,33.12,54.87,78.97,6.15,Rabi,Soybean
Sandy,65,78,51,34.3,69.45,85.62,5.89,Rabi,Groundnut
Black,83,48,25,22.49,44.96,139.57,5.85,Zaid,Cotton
Loamy,72,65,68,20.11,57.13,61.39,7.49,Kharif,Groundnut
Sandy,57,46,21,32.77,67.54,75.32,6.63,Rabi,Rice
Loamy,55,72,42,34.82,52.97,171.86,7.45,Rabi,Soybean
Clay,57,61,61,24.43,59.08,215.49,7.19,Rabi,Maize
Sandy,48,30,20,27.84,46.85,123.93,6.58,Kharif,Soybean
Sandy,97,44,54,18.22,84.06,246.81,7.21,Kharif,Soybean
Red,89,68,40,34.84,86.65,171.25,5.68,Rabi,Wheat
Clay,56,64,30,23.3,47.74,293.25,5.56,Kharif,Groundnut
Red,91,55,25,22.7,89.43,253.96,6.64,Zaid,Groundnut
Sandy,40,65,69,28.09,89.85,85.38,6.35,Kharif,Sugarcane
Loamy,77,24,49,19.98,84.35,278.97,5.73,Zaid,Wheat
Black,80,25,63,18.65,60.63,157.9,5.59,Kharif,Soybean
Black,57,56,25,29.91,40.6,148.38,7.22,Zaid,Maize
Sandy,47,63,21,23.1,65.32,267.57,5.63,Rabi,Soybean
Red,48,46,54,31.13,57.12,68.57,6.45,Kharif,Cotton
Loamy,44,63,52,21.85,49.51,162.76,6.3,Zaid,Maize
Black,78,53,38,19.52,59.57,64.43,6.5,Zaid,Groundnut
Sandy,93,22,63,20.6,44.84,199.58,6.77,Kharif,Rice
Loamy,46,59,63,18.0,70.49,80.86,6.72,Rabi,Soybean
Clay,45,54,57,26.23,63.53,110.68,6.97,Kharif,Sugarcane
Clay,89,57,49,23.76,60.48,153.0,6.55,Rabi,Groundnut
Clay,89,26,43,31.17,57.83,153.43,6.2,Rabi,Maize
Clay,87,56,34,22.7,69.26,243.15,5.56,Rabi,Maize
Red,61,20,62,34.48,72.25,248.83,6.46,Zaid,Rice
Red,51,26,29,31.03,85.61,246.68,6.31,Rabi,Sugarcane
Sandy,78,65,30,21.41,70.71,195.53,6.51,Zaid,Sugarcane
Clay,69,34,44,34.38,48.58,153.91,7.21,Zaid,Cotton
Red,94,35,63,27.32,77.54,95.74,7.38,Rabi,Maize
Loamy,52,51,56,19.01,80.47,179.65,6.98,Rabi,Soybean
Black,64,65,41,31.88,81.29,72.34,6.93,Zaid,Sugarcane
Clay,73,74,44,28.46,55.09,61.47,6.56,Kharif,Maize
Sandy,70,54,20,24.52,82.86,65.56,5.87,Rabi,Wheat
Clay,48,40,30,30.51,66.35,53.87,6.98,Kharif,Cotton
Black,73,67,51,25.93,56.97,263.91,6.92,Zaid,Soybean
Black,75,58,28,30.06,43.44,182.94,6.17,Rabi,Cotton
Black,92,37,53,19.89,59.04,123.78,6.26,Zaid,Groundnut
Black,58,33,52,28.02,70.19,192.82,6.02,Rabi,Maize
Black,65,52,58,28.03,51.41,192.37,6.21,Rabi,Soybean
Loamy,58,76,65,20.34,89.38,89.01,6.08,Rabi,Rice
Red,99,61,42,24.21,60.54,248.21,6.86,Kharif,Sugarcane
Black,47,39,46,18.68,61.24,250.48,5.77,Kharif,Soybean
Clay,98,61,42,20.31,50.34,228.63,6.37,Zaid,Groundnut
Black,70,23,65,25.15,62.95,261.41,6.99,Rabi,Maize
Loamy,55,26,68,23.8,86.57,208.78,5.59,Kharif,Maize
Sandy,91,50,51,22.43,45.06,138.27,7.14,Kharif,Wheat
Black,79,51,33,20.43,61.44,212.21,5.85,Kharif,Sugarcane
Clay,56,67,54,33.79,51.34,117.19,5.77,Kharif,Soybean
Clay,59,77,33,25.07,42.24,64.09,6.05,Rabi,Maize
Loamy,78,67,36,26.85,58.6,234.67,6.21,Zaid,Wheat
Red,48,58,56,21.26,70.35,99.8,7.48,Rabi,Rice
Red,50,25,31,20.74,73.56,142.16,5.72,Kharif,Rice
Red,60,40,47,24.5,87.89,166.67,5.62,Rabi,Maize
Red,41,69,37,22.33,60.91,288.34,5.58,Rabi,Rice
Red,66,35,50,22.08,81.94,131.72,5.59,Kharif,Maize
Black,68,27,20,25.07,88.32,245.51,6.14,Zaid,Wheat
Black,60,26,58,21.63,43.77,86.99,6.09,Kharif,Groundnut
Red,44,23,56,25.7,44.01,183.79,5.98,Zaid,Groundnut
Black,42,62,21,32.38,59.92,98.4,6.25,Kharif,Wheat
Clay,82,69,52,21.67,41.57,78.96,7.08,Kharif,Sugarcane
Clay,48,59,55,27.76,85.14,274.73,6.95,Kharif,Groundnut
Sandy,78,24,23,21.67,67.08,157.82,6.58,Rabi,Groundnut
Clay,65,59,22,31.47,44.88,251.91,6.25,Zaid,Wheat
Red,91,31,64,33.91,47.74,98.15,5.53,Kharif,Rice
Black,60,54,63,25.17,78.12,91.06,6.09,Zaid,Rice
Loamy,66,54,42,28.87,43.48,114.63,5.89,Kharif,Maize
Black,81,71,57,32.68,87.59,255.42,6.36,Zaid,Rice
Clay,88,22,57,24.65,49.39,201.89,5.89,Kharif,Groundnut
Black,74,47,45,20.86,42.56,287.57,6.42,Kharif,Maize
Loamy,58,33,23,23.61,43.33,210.57,7.33,Rabi,Wheat
Black,54,78,57,27.03,60.11,276.89,6.66,Kharif,Wheat
Black,58,41,26,20.65,73.34,76.11,6.33,Rabi,Rice
Sandy,77,33,67,26.02,71.77,69.11,7.41,Rabi,Groundnut
Black,42,66,38,26.91,62.3,207.75,6.3,Rabi,Wheat
Sandy,93,53,54,20.21,63.06,157.69,7.12,Kharif,Rice
Loamy,96,36,40,31.58,65.96,261.3,5.86,Rabi,Soybean
Red,56,68,58,18.37,54.72,133.53,6.96,Zaid,Soybean
Black,47,53,24,21.9,60.63,288.47,7.19,Rabi,Wheat
Loamy,67,56,40,21.77,84.42,192.65,7.2,Zaid,Rice
Sandy,56,38,27,19.37,70.58,82.04,5.71,Zaid,Wheat
Clay,97,77,59,18.93,61.31,94.81,5.99,Rabi,Sugarcane
Red,70,50,31,21.46,58.36,95.74,7.46,Rabi,Sugarcane
Loamy,89,64,27,25.39,81.57,177.05,7.38,Rabi,Groundnut
Clay,54,70,21,25.95,43.21,214.0,6.76,Kharif,Rice
Black,76,53,34,34.17,50.8,279.32,5.81,Rabi,Cotton
Red,94,77,55,22.52,72.59,261.4,6.33,Zaid,Sugarcane
Red,90,21,55,30.5,86.52,150.21,6.25,Rabi,Sugarcane
Loamy,53,31,63,18.54,86.36,170.81,5.88,Zaid,Sugarcane
Black,88,50,31,22.82,79.74,80.88,6.17,Kharif,Sugarcane
Loamy,56,28,43,30.51,49.01,167.13,7.46,Zaid,Wheat
Red,85,32,50,28.23,54.36,71.33,7.11,Rabi,Rice
Black,64,68,43,29.11,55.14,65.04,7.49,Rabi,Wheat
Sandy,84,66,61,22.65,42.06,196.83,6.3,Kharif,Maize
Black,42,22,62,22.22,61.29,172.19,6.53,Zaid,Soybean
Black,67,68,53,22.44,69.67,108.23,6.73,Zaid,Rice
Red,90,70,59,31.26,89.97,58.1,6.02,Zaid,Sugarcane
Sandy,50,61,39,19.71,58.25,58.12,6.72,Rabi,Maize
Black,47,68,66,24.86,55.89,247.46,5.9,Zaid,Soybean
Clay,56,21,43,30.95,59.39,184.29,6.97,Kharif,Wheat
Red,70,60,43,25.36,64.32,237.27,5.54,Rabi,Soybean
Sandy,70,53,46,34.26,50.92,99.32,6.22,Zaid,Cotton
Sandy,60,50,20,21.78,62.68,109.96,5.87,Rabi,Wheat
Red,83,55,56,34.69,50.84,82.68,7.06,Rabi,Cotton
Clay,71,20,36,23.31,58.82,110.86,6.92,Zaid,Cotton
Clay,76,32,56,26.92,70.73,88.09,6.15,Zaid,Maize
Black,53,31,68,31.77,71.37,245.45,7.02,Rabi,Wheat
Black,77,54,31,26.82,64.27,137.16,7.12,Rabi,Cotton
Loamy,56,29,43,19.55,62.85,206.96,6.22,Kharif,Groundnut
Loamy,71,70,57,22.8,57.73,259.67,5.56,Zaid,Cotton
Black,79,78,27,25.0,69.26,249.26,6.35,Rabi,Maize
Loamy,59,22,35,20.16,77.56,263.73,5.97,Zaid,Soybean
Sandy,94,54,53,23.57,76.49,245.42,6.73,Zaid,Rice
Clay,63,20,38,31.5,68.52,110.48,6.19,Zaid,Wheat
Loamy,72,60,26,21.08,64.76,279.02,7.16,Kharif,Soybean
Loamy,64,35,43,25.47,59.62,295.81,6.67,Rabi,Groundnut
Red,83,58,64,29.62,52.43,286.76,7.3,Zaid,Maize
Loamy,60,66,42,27.9,41.33,201.63,7.18,Kharif,Groundnut
Loamy,97,55,58,32.92,80.2,59.91,6.99,Rabi,Maize
Red,96,47,43,30.03,56.24,241.28,7.37,Zaid,Cotton
Sandy,51,20,43,31.89,50.96,160.5,7.29,Rabi,Groundnut
Clay,80,48,55,27.5,85.38,197.6,7.26,Rabi,Groundnut
Sandy,96,40,61,28.55,58.91,252.31,6.49,Kharif,Soybean
Red,80,32,65,20.68,50.19,297.52,6.01,Kharif,Cotton
Red,49,53,61,21.7,83.49,186.54,6.68,Kharif,Sugarcane
Red,70,38,32,26.65,71.72,197.8,6.03,Zaid,Soybean
Loamy,69,26,32,23.98,66.31,243.74,6.68,Zaid,Maize
Sandy,82,61,65,22.3,67.48,90.6,6.57,Rabi,Sugarcane
Black,99,34,25,30.26,41.72,190.69,6.61,Zaid,Cotton
Clay,55,60,44,20.48,44.08,201.16,6.63,Kharif,Soybean
Sandy,89,21,61,25.38,47.29,262.53,5.74,Rabi,Rice
Sandy,50,62,47,29.48,80.99,265.7,6.97,Rabi,Groundnut
Red,61,48,26,27.34,55.18,75.64,6.43,Zaid,Maize
Loamy,44,21,44,33.56,54.83,205.73,6.67,Rabi,Soybean
Black,57,41,20,28.88,45.93,69.18,5.92,Kharif,Groundnut
Loamy,46,28,55,25.22,49.11,146.48,7.0,Zaid,Cotton
Sandy,78,79,38,30.89,65.44,243.5,6.51,Zaid,Groundnut
Red,66,57,27,32.92,41.55,78.22,5.57,Zaid,Maize
Clay,53,77,38,21.01,67.59,221.21,6.69,Zaid,Wheat
Clay,92,49,56,27.24,79.92,215.44,6.8,Kharif,Maize
Red,68,51,47,22.67,74.5,253.55,6.98,Kharif,Wheat
Clay,48,52,32,33.16,57.4,281.19,5.6,Kharif,Soybean
Sandy,83,36,41,25.72,70.56,227.22,6.95,Kharif,Cotton
Clay,49,69,62,26.88,67.9,212.79,7.48,Rabi,Cotton
Red,64,31,67,20.1,56.05,222.09,5.5,Zaid,Maize
Sandy,59,23,20,21.68,58.97,282.94,6.98,Zaid,Groundnut
Red,44,79,48,28.14,51.29,74.86,6.32,Zaid,Wheat
Sandy,98,33,47,28.7,77.4,111.8,6.36,Zaid,Cotton
Clay,56,36,38,21.98,80.88,201.35,7.33,Kharif,Soybean
Red,89,27,67,32.75,48.83,237.41,7.5,Kharif,Rice
Sandy,93,71,27,25.8,54.34,98.59,5.82,Rabi,Maize
Clay,83,48,57,20.98,74.26,147.58,7.39,Kharif,Sugarcane
Loamy,44,67,22,24.16,75.27,105.28,6.87,Rabi,Cotton
Sandy,44,56,30,18.16,51.59,107.18,6.87,Rabi,Sugarcane
Sandy,93,69,35,22.9,55.11,165.76,6.43,Zaid,Wheat
Clay,87,34,59,30.11,42.73,281.92,5.91,Rabi,Wheat
Clay,88,20,48,27.31,77.4,100.22,6.97,Zaid,Cotton
Clay,62,48,68,26.39,55.49,120.15,7.16,Rabi,Rice
Loamy,46,54,39,18.73,65.65,281.85,7.08,Zaid,Groundnut
Black,84,30,26,27.21,50.1,250.06,5.67,Zaid,Groundnut
Black,95,46,44,31.17,53.53,98.68,5.67,Rabi,Groundnut
Sandy,50,76,64,31.29,67.38,119.63,6.53,Kharif,Sugarcane
Sandy,67,39,23,24.71,44.1,125.03,6.56,Zaid,Wheat
Loamy,56,48,62,32.71,43.58,93.87,5.74,Rabi,Maize
Red,74,71,38,21.03,82.12,52.51,6.77,Zaid,Maize
Sandy,58,78,63,23.71,52.67,161.1,6.62,Kharif,Rice
Sandy,82,33,42,19.19,49.86,148.7,7.36,Zaid,Wheat
Red,96,43,20,33.62,48.87,231.04,7.47,Rabi,Soybean
Loamy,45,57,40,27.08,86.52,166.65,5.54,Zaid,Sugarcane
Clay,83,75,39,31.8,48.55,237.0,5.76,Zaid,Maize
Clay,90,76,55,20.77,57.66,296.67,5.67,Rabi,Sugarcane
Red,61,78,51,18.14,52.2,104.56,6.91,Zaid,Groundnut
Loamy,45,63,23,19.94,46.34,286.16,6.38,Zaid,Soybean
Sandy,59,21,57,31.03,86.0,287.75,6.14,Kharif,Cotton
Clay,44,67,51,31.35,46.62,171.5,7.09,Zaid,Groundnut
Black,48,35,57,20.91,42.74,109.33,7.04,Zaid,Maize
Sandy,74,20,57,29.76,69.82,297.18,6.46,Zaid,Maize
Red,55,32,66,32.7,49.32,134.88,6.65,Rabi,Sugarcane
Sandy,55,30,26,34.76,72.42,209.06,6.59,Rabi,Groundnut
Sandy,88,29,31,20.03,64.42,237.07,5.75,Rabi,Rice
Sandy,42,26,38,20.35,70.9,72.31,6.02,Rabi,Maize
Red,75,74,61,27.21,45.61,277.57,6.04,Rabi,Wheat
Black,56,57,45,25.49,49.66,262.93,7.37,Zaid,Groundnut
Loamy,41,25,48,19.25,69.85,176.31,5.51,Kharif,Wheat
Loamy,79,22,21,23.88,55.94,295.19,5.52,Zaid,Groundnut
Loamy,51,22,38,24.52,77.71,269.12,6.91,Kharif,Soybean
Red,87,45,20,18.65,79.59,154.23,6.18,Zaid,Maize
Black,41,35,54,30.11,81.94,55.39,7.18,Kharif,Soybean
Red,77,47,29,23.99,41.69,287.67,6.03,Kharif,Maize
Loamy,72,52,50,27.02,40.28,284.84,5.82,Zaid,Maize
Clay,56,64,27,29.71,42.67,64.39,5.91,Kharif,Sugarcane
Black,69,75,49,21.25,56.97,253.69,6.26,Rabi,Sugarcane
Sandy,59,72,25,20.5,59.24,84.91,7.26,Rabi,Sugarcane
Sandy,54,24,54,25.35,76.92,237.9,7.24,Rabi,Rice
Sandy,95,52,50,27.6,68.88,226.6,6.02,Zaid,Rice
Sandy,93,65,33,22.75,89.46,58.68,5.63,Zaid,Sugarcane
Clay,61,66,58,27.72,71.65,115.18,5.83,Kharif,Maize
Loamy,53,74,31,18.27,80.56,227.33,7.49,Kharif,Groundnut
Loamy,48,29,50,19.36,74.54,122.4,5.62,Kharif,Maize
Sandy,57,28,54,33.75,57.54,101.42,7.05,Kharif,Maize
Sandy,85,37,47,18.4,43.51,146.98,7.09,Zaid,Maize
Sandy,50,38,60,28.98,88.18,287.04,6.55,Rabi,Wheat
Black,54,54,48,24.79,49.35,268.33,5.62,Rabi,Wheat
Loamy,49,75,59,31.28,69.99,57.99,5.57,Rabi,Sugarcane
Sandy,91,67,46,27.31,85.69,281.1,6.58,Kharif,Sugarcane
Loamy,55,47,40,25.34,73.92,100.72,5.86,Zaid,Soybean
Red,99,34,50,28.93,84.86,126.99,5.62,Kharif,Rice
Sandy,60,37,59,18.7,89.43,66.8,7.48,Zaid,Maize
Clay,54,34,40,31.11,49.21,190.61,7.0,Kharif,Maize
Sandy,46,73,69,21.69,54.55,186.52,6.26,Rabi,Groundnut
Black,70,69,65,34.34,87.68,254.79,5.7,Zaid,Rice
Sandy,77,32,34,19.76,70.81,112.49,6.55,Zaid,Sugarcane
Clay,67,34,57,29.67,46.17,122.8,5.52,Rabi,Wheat
Clay,79,30,23,34.59,41.99,205.22,5.68,Zaid,Rice
Black,59,73,33,18.8,59.8,274.39,7.22,Rabi,Soybean
Clay,89,67,54,20.73,70.68,117.77,5.83,Kharif,Groundnut
Black,41,73,31,20.72,51.05,136.8,7.37,Rabi,Wheat
Clay,62,76,56,19.19,74.04,263.49,6.19,Rabi,Rice
Sandy,65,34,26,31.33,78.91,95.65,5.61,Zaid,Groundnut
Clay,59,76,43,24.17,78.42,103.64,7.22,Rabi,Maize
Sandy,42,46,29,20.42,52.28,226.91,6.94,Rabi,Sugarcane
Loamy,76,22,35,29.33,46.52,164.04,6.74,Kharif,Groundnut
Sandy,44,38,21,24.31,57.8,56.32,5.69,Zaid,Wheat
Clay,41,46,55,27.27,72.08,265.8,5.88,Rabi,Cotton
Red,41,55,20,24.0,88.52,154.1,6.18,Kharif,Cotton
Sandy,50,57,38,26.9,60.31,168.54,7.34,Rabi,Soybean
Sandy,63,57,44,24.73,80.15,79.44,7.18,Rabi,Maize
Sandy,60,43,20,30.9,87.78,69.78,5.51,Zaid,Cotton
Black,66,26,67,24.29,55.62,228.84,5.51,Rabi,Wheat
Red,79,31,28,24.07,88.38,172.89,5.64,Kharif,Cotton
Loamy,40,50,43,33.83,83.9,87.29,6.61,Kharif,Wheat
Red,87,57,25,21.17,58.07,176.52,6.15,Rabi,Sugarcane
Sandy,83,20,54,18.08,62.31,115.53,7.44,Kharif,Wheat
Black,98,65,69,26.04,68.9,143.2,6.23,Zaid,Wheat
Black,43,51,37,29.13,82.87,210.86,6.52,Kharif,Rice
Loamy,47,47,43,30.86,54.53,151.59,5.99,Kharif,Rice
Loamy,52,37,66,21.7,55.54,198.7,6.25,Zaid,Sugarcane
Clay,58,61,51,30.04,77.81,100.33,6.82,Zaid,Sugarcane
Clay,99,23,42,28.98,55.53,212.43,6.48,Zaid,Maize
Clay,76,25,61,20.28,61.77,117.64,6.97,Zaid,Soybean
Clay,71,45,62,28.41,80.49,297.44,5.6,Rabi,Maize
Red,43,68,47,32.96,58.5,163.22,5.99,Kharif,Groundnut
Sandy,68,48,55,27.52,55.88,147.95,6.03,Zaid,Rice
Clay,68,51,42,31.17,62.62,254.83,5.85,Rabi,Groundnut
Clay,44,24,67,31.07,88.13,240.85,6.11,Kharif,Sugarcane
Sandy,55,71,39,22.66,72.59,253.7,6.84,Kharif,Sugarcane
Loamy,71,33,29,25.02,57.68,256.96,7.12,Kharif,Cotton
Sandy,62,40,47,20.89,73.58,206.57,7.36,Rabi,Maize
Sandy,93,70,40,24.32,46.5,199.36,6.28,Zaid,Maize
Black,53,67,46,24.54,47.47,209.39,5.81,Kharif,Groundnut
Black,43,78,48,28.63,46.57,179.95,6.22,Kharif,Soybean
Sandy,94,44,63,30.58,49.55,122.09,5.77,Rabi,Sugarcane
Clay,59,60,20,20.09,42.34,116.27,6.22,Rabi,Soybean
Clay,55,66,63,19.16,57.98,224.98,6.75,Kharif,Rice
Clay,46,56,43,27.97,48.47,62.83,6.09,Rabi,Maize
Black,94,20,62,18.84,88.68,266.61,6.37,Kharif,Soybean
Clay,62,25,62,20.06,56.84,63.77,5.53,Rabi,Rice
Loamy,67,76,64,28.71,50.05,295.76,5.62,Rabi,Groundnut
Loamy,84,66,68,23.41,78.77,52.22,6.78,Zaid,Sugarcane
